"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 84","BlockAStar","237.18912","11.905024","289.26857900619507","331.82919472475106","3858"
"Map 85","BlockAStar","234.503936","9.908992","292.2520192861557","294.9593091530894","4058"
"Map 87","BlockAStar","225.246976","5.780992","288.5800927877426","442.43887921035486","2404"
"Map 88","BlockAStar","10.827008","227.390976","285.9529435634613","327.4797028732753","1871"
"Map 89","BlockAStar","59.737856","215.949824","297.0892025232315","486.87001114316234","6952"
"Map 90","BlockAStar","10.669056","225.88416","290.899142742157","421.82919110249605","3223"
"Map 91","BlockAStar","10.846976","6.772992","290.18656063079834","239.6544614769048","2778"
"Map 92","BlockAStar","182.14016","4.781824","285.9529435634613","163.73991241126006","2019"
"Map 93","BlockAStar","83.926016","11.339008","289.9570652246475","239.6544578546501","4450"
"Map 95","BlockAStar","11.353856","246.784","285.77479803562164","219.04476008744476","2266"
"Map 96","BlockAStar","60.898048","212.527872","290.69374322891235","470.6098064348502","4668"
"Map 98","BlockAStar","10.662912","4.84096","285.596652507782","221.21950057980018","2025"
"Map 99","BlockAStar","182.69312","8.267008","291.43357932567596","438.08939822564435","3347"
