"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 38","BlockAStar","1.182208","2.269952","147.0358897447586","316.96095850698816","914"
"Map 39","BlockAStar","1.100032","1.532928","148.45175743103027","257.97393820192826","625"
"Map 41","BlockAStar","1.04704","3.922944","158.3686751127243","370.8075960021007","1692"
"Map 42","BlockAStar","1.061888","2.631168","145.00488007068634","317.0361162989676","1179"
"Map 43","BlockAStar","1.260032","2.735872","145.98788940906525","211.5326499550503","1044"
"Map 45","BlockAStar","1.067008","1.875968","153.19769251346588","521.3020617252815","728"
"Map 49","BlockAStar","1.128192","1.44384","144.4580225944519","253.81496153559573","621"
"Map 51","BlockAStar","1.328896","3.884032","145.21392285823822","368.2714052431962","884"
"Map 52","BlockAStar","1.18912","2.690816","147.0600700378418","273.8644601897069","1032"
"Map 53","BlockAStar","1.054976","3.737088","153.60285687446594","383.278937227637","1478"
"Map 54","BlockAStar","1.060864","3.483136","150.89413058757782","368.3698394947469","1473"
"Map 56","BlockAStar","1.114112","2.375936","152.51119756698608","348.1644497648156","1054"
"Map 58","BlockAStar","1.053952","2.909184","145.64945662021637","181.00547974797675","1151"
"Map 59","BlockAStar","1.101056","1.410048","144.9048194885254","169.9841090050186","528"
"Map 60","BlockAStar","1.21984","3.773952","150.24474251270294","142.74350011426557","1378"
"Map 61","BlockAStar","1.149952","4.515072","168.2589634656906","160.39501864369214","1989"
"Map 62","BlockAStar","1.123072","0.920064","148.6149387359619","172.32341797922047","388"
"Map 66","BlockAStar","1.645824","1.939968","146.34577322006226","321.69782680219737","647"
"Map 67","BlockAStar","1.126912","3.864064","149.7528760433197","390.1236460329896","1566"
"Map 68","BlockAStar","1.16608","4.35584","157.94785153865814","462.6039739530589","1801"
"Map 70","BlockAStar","1.127936","1.473024","155.23670899868011","256.6972148146424","605"
"Map 74","BlockAStar","1.172992","5.867008","160.80681848526","384.60410474427306","2163"
"Map 77","BlockAStar","1.657856","1.885184","144.49137771129608","141.76398397344002","744"
"Map 78","BlockAStar","1.140992","1.638912","146.5493985414505","361.3113535337001","710"
"Map 79","BlockAStar","1.062912","5.27488","158.43954467773438","529.9841126272735","2121"
"Map 80","BlockAStar","1.134848","1.389056","144.05967688560486","252.61339231803404","546"
"Map 81","BlockAStar","1.05088","1.310208","146.56716215610504","241.2861477893526","541"
"Map 83","BlockAStar","1.052928","2.600192","162.84816992282867","677.4636959661399","1113"
"Map 85","BlockAStar","1.052928","3.426048","152.4836037158966","409.80301580710636","1417"
"Map 86","BlockAStar","1.213952","3.42912","160.3053069114685","331.75470971347977","1596"
"Map 88","BlockAStar","1.27616","3.169024","151.80823731422424","286.7798713461671","1340"
"Map 89","BlockAStar","1.161984","2.237952","145.85648679733276","195.15708543873902","1003"
"Map 90","BlockAStar","1.081088","1.732096","148.27651250362396","261.0297883541784","732"
"Map 91","BlockAStar","1.054208","2.40384","145.66109585762024","222.900429373807","924"
"Map 95","BlockAStar","1.155072","1.19296","142.6240532398224","217.0202156446397","580"
"Map 98","BlockAStar","1.255936","2.020096","144.41247379779816","290.78328739589915","795"
"Map 99","BlockAStar","1.063936","4.835072","159.21342539787292","613.1161261549307","2044"
