"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 10","LazyThetaStar","272.525824","6.754048","287.5966145992","57.4088818843","4414"
"Map 12","LazyThetaStar","204.487936","8.139008","286.6835148335","280.4697441729","5726"
"Map 13","LazyThetaStar","272.835072","4.271872","286.4287893772","168.9992864297","3004"
"Map 14","LazyThetaStar","21.234944","7.288832","288.6369538307","100.9163358154","5233"
"Map 15","LazyThetaStar","293.722112","14.343936","290.2143626213","326.7286573791","6065"
"Map 17","LazyThetaStar","17.092096","3.451904","284.709859848","62.9233929563","2367"
"Map 18","LazyThetaStar","213.585152","15.260928","290.6797517538","226.3019526726","9428"
"Map 19","LazyThetaStar","268.731904","6.07104","287.7588739395","34.0757381712","4278"
"Map 20","LazyThetaStar","16.74112","6.177024","286.7067728043","123.1060418444","4259"
"Map 22","LazyThetaStar","265.473024","11.673088","288.6677856445","173.65361833","7382"
"Map 23","LazyThetaStar","18.164992","5.324032","283.3853034973","8.7854774042","2872"
"Map 24","LazyThetaStar","202.86208","8.248064","286.1329100132","116.3650712499","5457"
"Map 25","LazyThetaStar","250.151936","4.739072","285.5659277439","70.9281537946","3029"
"Map 26","LazyThetaStar","18.358016","5.916928","289.2123579979","249.217116546","3975"
"Map 27","LazyThetaStar","211.72224","4.755968","289.4701752663","332.9750816262","3759"
"Map 28","LazyThetaStar","272.201216","3.533056","286.2461713552","221.0741507217","2461"
"Map 30","LazyThetaStar","205.32096","5.312","288.2789874077","177.0551912896","4118"
"Map 31","LazyThetaStar","253.775104","6.016","284.6500557661","53.092778142","3796"
"Map 32","LazyThetaStar","15.316224","5.423872","288.2475271225","165.1221943504","3981"
"Map 33","LazyThetaStar","200.80384","5.984","293.1531796455","74.5231688779","4594"
"Map 35","LazyThetaStar","17.723904","6.427904","290.9423907995","340.6130645243","5310"
"Map 36","LazyThetaStar","192.307968","15.400192","293.1086375713","211.5563267365","10876"
"Map 37","LazyThetaStar","104.94592","3.50976","284.7318077087","129.885459291","2542"
"Map 38","LazyThetaStar","16.256768","5.947136","285.3706028461","160.4258885913","3687"
"Map 40","LazyThetaStar","106.08","7.969792","285.9667453766","124.8653541228","4858"
"Map 42","LazyThetaStar","195.990016","16.21504","288.3674191237","135.8539388994","9644"
"Map 43","LazyThetaStar","110.132992","4.237824","284.91522789","217.1719057348","2965"
"Map 44","LazyThetaStar","79.11808","8.210944","289.1743066311","367.5016479455","5552"
"Map 46","LazyThetaStar","73.35296","7.72992","287.9710716009","125.4115721641","5150"
"Map 47","LazyThetaStar","218.90816","6.50496","287.0207152367","194.8943269395","4532"
"Map 48","LazyThetaStar","188.47104","10.403072","290.7726758718","198.0478465763","7880"
"Map 49","LazyThetaStar","176.420096","14.795008","292.5908703804","199.9877890519","9630"
"Map 51","LazyThetaStar","78.67392","4.009984","284.1405596733","36.1427013343","2312"
"Map 52","LazyThetaStar","241.44","2.578176","284.0238704681","15.1534546511","1346"
"Map 53","LazyThetaStar","197.978112","4.79616","286.1881078482","150.5319561056","3536"
"Map 54","LazyThetaStar","254.043136","10.539008","292.4693546295","83.5203044853","4212"
"Map 55","LazyThetaStar","26.117888","8.446208","284.2629628181","93.0075812944","3382"
"Map 56","LazyThetaStar","18.784","64.781056","292.2702293396","236.5851458078","10588"
"Map 57","LazyThetaStar","254.654976","5.636096","287.2361109257","220.4324210596","4078"
"Map 58","LazyThetaStar","16.141056","3.698944","291.9813351631","126.7205913144","3030"
"Map 59","LazyThetaStar","17.583104","9.308928","287.2740187645","194.3600128969","6481"
"Map 60","LazyThetaStar","71.193088","5.158144","291.1021511555","150.3964313023","4510"
"Map 61","LazyThetaStar","88.291072","6.92096","290.8200660944","460.2754740602","5196"
"Map 64","LazyThetaStar","15.339008","7.34208","286.8473834991","112.6104829636","5330"
"Map 65","LazyThetaStar","226.797056","8.332032","290.7927731276","114.9292476008","5972"
"Map 66","LazyThetaStar","282.334976","11.53792","287.2481644154","217.772761105","7083"
"Map 68","LazyThetaStar","207.184128","11.961088","287.3090646267","195.1337081633","7521"
"Map 69","LazyThetaStar","267.747072","11.774976","287.9965320826","227.8834377806","7180"
"Map 70","LazyThetaStar","15.682048","16.325888","293.2484984398","158.8787916431","11524"
"Map 71","LazyThetaStar","207.983872","7.344128","289.4257401228","331.6601504674","5481"
"Map 72","LazyThetaStar","269.236992","6.148096","292.2352356911","173.5962473128","3682"
"Map 73","LazyThetaStar","15.899136","6.380032","286.2054630518","232.0893367441","4723"
"Map 74","LazyThetaStar","220.06912","12.28288","289.7611972094","169.460352783","7967"
"Map 75","LazyThetaStar","276.705024","19.917056","293.9089449644","440.6040439975","12113"
"Map 76","LazyThetaStar","16.946176","10.011904","288.0819542408","65.7020363427","6932"
"Map 77","LazyThetaStar","214.157056","11.527936","288.2861784697","169.190845645","7667"
"Map 78","LazyThetaStar","269.220096","13.442048","289.0827345848","313.5094702721","8324"
"Map 79","LazyThetaStar","15.95392","5.616896","286.6551823616","188.9755097486","4427"
"Map 80","LazyThetaStar","209.657088","12.41216","287.8249423504","162.9499439867","7353"
"Map 81","LazyThetaStar","268.48896","6.434048","286.0411520004","146.7574396146","3981"
"Map 82","LazyThetaStar","15.224064","3.399168","283.0951766968","15.3367036982","1763"
"Map 83","LazyThetaStar","230.19008","2.937088","283.9029598236","42.8128023207","1858"
"Map 84","LazyThetaStar","285.890048","11.099904","287.4911236763","363.0024353521","6931"
"Map 85","LazyThetaStar","16.761856","8.723968","289.9444049597","208.974572241","6283"
"Map 87","LazyThetaStar","268.58112","3.581184","286.6782793999","218.0238069708","2747"
"Map 88","LazyThetaStar","14.745088","2.65088","284.2949432135","208.0772390714","1985"
"Map 89","LazyThetaStar","233.767936","21.316096","295.9765270948","45.0180929273","13125"
"Map 90","LazyThetaStar","278.904832","7.074048","288.641967535","148.8542221335","4869"
"Map 91","LazyThetaStar","16.002048","5.732096","288.6320098639","295.1159484621","4317"
"Map 92","LazyThetaStar","225.66912","6.672128","284.7266700268","122.0089053254","4027"
"Map 93","LazyThetaStar","16.598016","268.996864","287.3203163147","102.603725873","7033"
"Map 95","LazyThetaStar","265.08416","7.42912","284.9778208733","108.4349496767","4766"
"Map 96","LazyThetaStar","15.074048","13.16608","288.3276022673","128.4801982483","7994"
"Map 98","LazyThetaStar","109.835008","4.432128","284.5071724653","197.0014407467","2981"
"Map 99","LazyThetaStar","15.72096","6.905856","289.8422369957","243.8650559634","5245"
"Map 1","BlockAStar","6.913024","6.39488","284.045404315","239.6400842149","346"
"Map 2","BlockAStar","4.896","4.523008","287.7743012905","524.3928507496","514"
"Map 3","BlockAStar","4.53504","13.564928","292.5087255239","499.8549031766","1094"
"Map 4","BlockAStar","4.585984","12.388096","296.7059439421","420.2814639787","1131"
"Map 5","BlockAStar","4.501248","10.704896","289.3234609365","441.0065022353","1423"
"Map 6","BlockAStar","4.681216","9.067008","288.3521001339","189.2017308214","825"
"Map 7","BlockAStar","4.583936","7.11808","286.8487304449","549.6579020799","1024"
"Map 8","BlockAStar","4.617984","2.98112","285.06389153","264.3595354856","397"
"Map 10","BlockAStar","4.548096","5.857024","287.3326869011","389.4589970541","827"
"Map 12","BlockAStar","4.546048","8.132864","287.2907449007","483.9069207423","1138"
"Map 13","BlockAStar","4.804864","5.041152","287.4431422949","534.5992653817","712"
"Map 14","BlockAStar","4.690944","7.036928","288.6281006336","535.9338857156","993"
"Map 15","BlockAStar","4.557056","8.016896","290.5144143105","551.3622292827","1133"
"Map 17","BlockAStar","4.884992","4.350976","285.415982604","358.2153110248","601"
"Map 18","BlockAStar","4.395008","12.182016","290.8876817226","559.0155191475","1745"
"Map 19","BlockAStar","4.573184","6.016","288.5748255253","377.8774332352","910"
"Map 20","BlockAStar","4.748032","6.193152","287.453420043","313.9228201892","906"
"Map 22","BlockAStar","5.03808","9.868032","289.0487741232","404.2350424632","1450"
"Map 23","BlockAStar","4.696064","4.139008","284.0454046726","217.0202277188","591"
"Map 24","BlockAStar","4.585984","7.377152","286.583224535","445.4078730043","1086"
"Map 25","BlockAStar","4.60288","4.340992","286.1114569902","307.1355718304","612"
"Map 26","BlockAStar","4.548864","5.6","289.6230545044","491.7221281639","805"
"Map 27","BlockAStar","4.876032","4.546048","289.2188696861","461.7897896312","633"
"Map 28","BlockAStar","6.118912","4.035072","286.9153436422","473.0993295699","499"
"Map 30","BlockAStar","6.742016","6.302208","288.7848446369","397.8028922604","821"
"Map 31","BlockAStar","4.786944","5.702912","285.5999718905","462.136189855","779"
"Map 32","BlockAStar","5.817088","6.310912","287.8029968739","339.9851302849","688"
"Map 33","BlockAStar","4.65792","6.746112","294.1903101206","432.2260194966","1016"
"Map 35","BlockAStar","4.55808","7.45088","291.5338950157","520.8170300635","1092"
"Map 36","BlockAStar","4.754944","13.092096","293.4369239807","390.7184897815","1948"
"Map 37","BlockAStar","4.75008","3.817984","285.1086235046","292.5304723694","581"
"Map 38","BlockAStar","4.386816","5.275904","286.2642685175","360.2254806204","801"
"Map 40","BlockAStar","4.843008","7.259136","286.3632423878","268.3539424627","1068"
"Map 42","BlockAStar","4.578816","11.163904","289.3994753361","374.1865602593","1683"
"Map 43","BlockAStar","4.604928","3.58912","284.8704065084","295.1095027878","559"
"Map 44","BlockAStar","4.656128","6.307072","289.1746029854","349.1868586915","908"
"Map 46","BlockAStar","5.776128","7.087872","288.4313955307","291.5167468859","950"
"Map 47","BlockAStar","5.312","6.296064","287.7232637405","547.4170189053","900"
"Map 48","BlockAStar","4.478976","10.018048","291.2545813322","508.9645494422","1492"
"Map 49","BlockAStar","5.569024","11.805952","293.0993460417","416.3362717126","1737"
"Map 51","BlockAStar","4.555008","3.589888","284.6804405451","319.7395373315","554"
"Map 52","BlockAStar","4.538112","3.19488","284.8593614101","256.229431924","471"
"Map 53","BlockAStar","4.534016","5.031168","286.9829392433","456.9375627354","778"
"Map 54","BlockAStar","4.679936","5.010176","293.3212862015","294.3178219291","791"
"Map 55","BlockAStar","4.574208","4.492032","284.9320257902","370.5303210521","687"
"Map 56","BlockAStar","4.553984","13.49504","292.6838549376","384.3186214887","2083"
"Map 57","BlockAStar","76.077824","6.1888","288.0707919598","596.8559323134","919"
"Map 58","BlockAStar","4.685056","4.59904","292.6833183765","600.4486918376","711"
"Map 59","BlockAStar","4.615168","6.480896","286.5895323753","346.8073356271","993"
"Map 60","BlockAStar","4.624896","6.4192","291.8491125107","459.8780603241","999"
"Map 61","BlockAStar","4.52992","6.089216","290.5896780491","643.8751266782","957"
"Map 64","BlockAStar","4.514048","6.109952","286.9627503157","315.4794742812","959"
"Map 65","BlockAStar","4.499968","7.34592","291.795751214","460.7437967266","1129"
"Map 66","BlockAStar","4.709888","9.069056","288.0346941948","453.0908155876","1364"
"Map 68","BlockAStar","4.54912","9.539072","288.0506272316","394.2683553124","1442"
"Map 69","BlockAStar","4.61184","8.87296","288.8980499506","421.5751213744","1370"
"Map 70","BlockAStar","4.489984","13.380864","294.0088888407","474.7972793064","2106"
"Map 71","BlockAStar","4.596992","6.996224","290.267113328","598.1326557007","1078"
"Map 72","BlockAStar","4.617984","4.54912","293.0440253019","513.4466341764","730"
"Map 73","BlockAStar","4.726016","7.42784","286.6976504326","393.4041808683","1056"
"Map 74","BlockAStar","4.566784","10.137856","290.2684547901","435.0861046013","1503"
"Map 75","BlockAStar","4.56704","14.395136","294.3112363815","734.3368758433","2136"
"Map 76","BlockAStar","4.21504","10.557952","288.6654801369","309.6886965977","1494"
"Map 77","BlockAStar","4.587008","9.061888","288.8415254354","363.2230997446","1407"
"Map 78","BlockAStar","4.509952","9.680896","289.0130769014","410.3809315843","1476"
"Map 79","BlockAStar","4.612096","5.950976","287.1310325861","379.4081418312","904"
"Map 80","BlockAStar","4.681984","8.642816","288.3409677744","255.1495818695","1284"
"Map 81","BlockAStar","7.155968","4.376832","286.5278247595","399.8622693225","664"
"Map 82","BlockAStar","4.655872","2.267904","283.4638175964","122.9998692088","325"
"Map 83","BlockAStar","4.577024","2.575872","284.2748993635","215.0100424267","392"
"Map 84","BlockAStar","4.56704","8.478976","287.4616769552","446.9385888449","1298"
"Map 85","BlockAStar","4.611072","8.5632","290.0487847328","503.4706062863","1304"
"Map 87","BlockAStar","4.52096","6.349056","286.336289525","534.2701199661","589"
"Map 88","BlockAStar","4.8192","3.771904","284.8007112741","368.5201562861","507"
"Map 89","BlockAStar","6.899968","14.074112","295.3250955343","360.9480398276","2142"
"Map 90","BlockAStar","4.726016","5.868032","288.473457098","550.8594749197","920"
"Map 91","BlockAStar","4.64384","5.238016","288.9705156088","305.743511576","808"
"Map 92","BlockAStar","4.551936","4.642048","285.0753992796","246.3521615002","705"
"Map 93","BlockAStar","4.587008","8.553984","288.0461387634","430.6783901737","1326"
"Map 95","BlockAStar","68.243968","5.502976","285.2286696434","223.065022004","846"
"Map 96","BlockAStar","4.523008","9.371904","288.8372739553","441.2954456349","1391"
"Map 98","BlockAStar","4.797952","3.777024","284.4794294834","260.2497747376","561"
"Map 99","BlockAStar","4.526848","6.259968","289.308660984","509.2936803688","943"
"Map 1","AStarVisibility","6343.14112","1.289984","283.4514650106","29.7416771105","61"
"Map 2","AStarVisibility","6285.999872","2.021888","286.7328584194","57.6723159363","142"
"Map 3","AStarVisibility","6528.020992","3.53024","291.3797932863","105.1605896744","404"
"Map 4","AStarVisibility","6333.033216","3.928064","295.6164665222","169.8636193369","579"
"Map 5","AStarVisibility","6247.68896","4.992","288.4067912102","100.4462074321","702"
"Map 6","AStarVisibility","6449.515776","2.087168","287.5108351707","35.7810738619","222"
"Map 7","AStarVisibility","6882.88","3.960832","286.0084770918","128.9796696599","405"
"Map 8","AStarVisibility","6424.582144","1.115136","284.4151474237","57.836323013","120"
"Map 10","AStarVisibility","6266.598912","1.981184","286.6385574341","38.0142096964","281"
"Map 12","AStarVisibility","6368.752896","3.481856","286.3092787266","119.3033875035","431"
"Map 13","AStarVisibility","6567.801088","2.009088","286.3846595287","125.7697285442","226"
"Map 14","AStarVisibility","6389.055232","2.678016","287.6044528484","103.3006884994","315"
"Map 15","AStarVisibility","6368.291072","2.779904","289.586011529","198.6446223622","396"
"Map 17","AStarVisibility","7035.474944","1.711104","284.5607471466","55.8672969184","183"
"Map 18","AStarVisibility","6370.003968","5.086976","290.0515332222","60.5449169225","675"
"Map 19","AStarVisibility","6307.407872","1.792","287.7588710785","34.0757381712","253"
"Map 20","AStarVisibility","6635.232","1.896192","286.5614669323","63.6162792506","224"
"Map 22","AStarVisibility","6936.409088","5.275904","288.0463380814","104.3580911903","534"
"Map 23","AStarVisibility","6514.151936","1.46304","283.3760528564","8.636036482","65"
"Map 24","AStarVisibility","6207.129088","3.600128","285.464784503","58.534859938","334"
"Map 25","AStarVisibility","6778.810112","2.872064","285.5659277439","70.9281537946","221"
"Map 26","AStarVisibility","6481.28896","2.308096","288.7798700333","172.2086119777","266"
"Map 27","AStarVisibility","6526.247936","1.664","288.3545024395","120.5738134679","218"
"Map 28","AStarVisibility","7175.556096","1.818112","285.9068957567","120.8987794176","145"
"Map 30","AStarVisibility","6442.407936","2.653952","288.1046652794","122.9191319137","296"
"Map 31","AStarVisibility","6482.680832","2.002944","284.5985286236","51.0461882215","179"
"Map 32","AStarVisibility","6141.741824","2.16704","287.001920104","90.0994779517","265"
"Map 33","AStarVisibility","6466.923008","1.979904","293.0212769508","60.9573495839","403"
"Map 35","AStarVisibility","6387.137024","3.362048","290.6404106617","168.8562478284","631"
"Map 36","AStarVisibility","6519.225088","5.737984","292.4996449947","79.728602255","844"
"Map 37","AStarVisibility","6250.279936","1.874176","284.4025572538","60.9614774905","210"
"Map 38","AStarVisibility","6268.998912","1.740032","285.301115036","158.3834746074","154"
"Map 40","AStarVisibility","6627.177984","4.178944","285.779266119","54.5501959467","488"
"Map 42","AStarVisibility","6694.259968","5.453824","288.3674191237","135.8539388994","563"
"Map 43","AStarVisibility","6607.526912","1.524992","284.250144124","37.1719057348","137"
"Map 44","AStarVisibility","6374.241024","2.758912","288.4249535799","111.6832084541","440"
"Map 46","AStarVisibility","6862.023168","2.617088","287.7359534502","77.4313018825","346"
"Map 47","AStarVisibility","6522.907136","3.164928","286.8071148396","134.2578403175","301"
"Map 48","AStarVisibility","6964.345088","4.976128","290.2342656851","107.197756714","831"
"Map 49","AStarVisibility","6642.680064","5.96096","292.3086515665","198.4565898689","886"
"Map 51","AStarVisibility","6208.121856","1.150976","283.8522953987","23.2837910634","84"
"Map 52","AStarVisibility","6705.620992","0.889088","284.0238704681","15.1534546511","67"
"Map 53","AStarVisibility","6580.102912","2.078976","285.9533151388","119.1810439702","278"
"Map 54","AStarVisibility","6435.799808","2.095872","292.4583454132","76.8740635951","199"
"Map 55","AStarVisibility","6580.664064","1.459968","284.0003600121","22.4764716906","131"
"Map 56","AStarVisibility","6265.688064","6.631936","291.8338360786","84.1726720668","905"
"Map 57","AStarVisibility","6703.812096","2.76096","287.0420652628","166.2746192728","379"
"Map 58","AStarVisibility","6367.631104","2.009088","291.9016035795","124.6553723777","334"
"Map 59","AStarVisibility","6559.209984","3.388928","285.7106192112","62.8990800271","356"
"Map 60","AStarVisibility","6568.59008","2.951168","290.8475686312","93.008056435","648"
"Map 61","AStarVisibility","6700.212992","2.857216","289.5976940393","221.8856079384","407"
"Map 64","AStarVisibility","6779.979776","2.779904","286.2341616154","88.737996915","343"
"Map 65","AStarVisibility","6593.536","3.677952","290.7601746321","100.5525188159","554"
"Map 66","AStarVisibility","6390.57408","4.691968","286.9688032866","121.4710808429","602"
"Map 68","AStarVisibility","6356.418048","5.342976","286.9897379875","111.8014094864","503"
"Map 69","AStarVisibility","6761.71008","4.592128","287.8300298452","174.169239285","575"
"Map 70","AStarVisibility","6317.01504","6.92096","292.97204566","63.0045406433","984"
"Map 71","AStarVisibility","6361.43616","4.894976","288.8985255957","209.6732089596","441"
"Map 72","AStarVisibility","6586.659072","1.606912","291.8062336445","136.1478340897","238"
"Map 73","AStarVisibility","6638.977024","3.617024","285.6604202986","87.1567372204","380"
"Map 74","AStarVisibility","6373.457152","4.55808","289.3200032711","58.9246058382","627"
"Map 75","AStarVisibility","6183.0592","8.56192","293.47679317","288.5614825766","1480"
"Map 76","AStarVisibility","6111.771904","4.352","287.8983757496","65.0164832951","590"
"Map 77","AStarVisibility","6069.809152","3.684096","287.89323318","70.8331999684","496"
"Map 78","AStarVisibility","6363.558144","5.571072","288.0218136311","105.7014596684","592"
"Map 79","AStarVisibility","6076.147968","2.553088","286.2793051004","60.5508167509","373"
"Map 80","AStarVisibility","6344.795904","4.301824","287.4882752895","74.8207193544","394"
"Map 81","AStarVisibility","6833.116928","2.166016","285.8228445053","70.3279900316","204"
"Map 82","AStarVisibility","6175.996928","1.001216","283.0403312445","12.3647141021","37"
"Map 83","AStarVisibility","6811.46496","1.181952","283.4482568502","30.4776470978","71"
"Map 84","AStarVisibility","6285.880064","4.671232","286.5502361059","95.7769790558","554"
"Map 85","AStarVisibility","6223.49696","4.937984","289.0303667784","75.2413230208","619"
"Map 87","AStarVisibility","6210.046208","1.746944","285.3915052414","81.4104278038","243"
"Map 88","AStarVisibility","6994.278912","1.481984","284.0017777681","105.5797079395","121"
"Map 89","AStarVisibility","6306.52416","6.906112","294.4104887247","114.2751084034","952"
"Map 90","AStarVisibility","6205.362944","2.827008","287.415631175","92.7021086791","341"
"Map 91","AStarVisibility","6411.22816","2.70208","288.1303950548","97.1730925119","319"
"Map 92","AStarVisibility","6313.853952","1.639936","284.5505920649","51.5465089749","152"
"Map 93","AStarVisibility","6425.755136","4.230912","287.1014709473","25.4010115681","457"
"Map 95","AStarVisibility","6280.989952","3.476992","284.7996727228","55.3048464688","289"
"Map 96","AStarVisibility","6459.934208","5.691904","288.0122793913","84.8773792756","596"
"Map 98","AStarVisibility","6329.037824","2.136832","283.8373787403","41.3820820921","179"
"Map 99","AStarVisibility","6429.300224","2.978048","288.2954183817","118.1758760838","396"
